freq,alpha,chord,velocity,displacement,sound_pressure,thickness,camber
1000,0.0,0.3048,31.7,0.00331266,127.365,0.036576,0.006096000000000001
1250,0.0,0.3048,31.7,0.00331266,124.355,0.036576,0.006096000000000001
1600,0.0,0.3048,31.7,0.00331266,122.365,0.036576,0.006096000000000001
2000,0.0,0.3048,31.7,0.00331266,122.375,0.036576,0.006096000000000001
2500,0.0,0.3048,31.7,0.00331266,120.755,0.036576,0.006096000000000001
3150,0.0,0.3048,31.7,0.00331266,119.135,0.036576,0.006096000000000001
4000,0.0,0.3048,31.7,0.00331266,118.145,0.036576,0.006096000000000001
5000,0.0,0.3048,31.7,0.00331266,115.645,0.036576,0.006096000000000001
6300,0.0,0.3048,31.7,0.00331266,113.775,0.036576,0.006096000000000001
8000,0.0,0.3048,31.7,0.00331266,110.515,0.036576,0.006096000000000001
10000,0.0,0.3048,31.7,0.00331266,108.265,0.036576,0.006096000000000001
800,1.5,0.3048,71.3,0.00336729,127.122,0.036576,0.006096000000000001
1000,1.5,0.3048,71.3,0.00336729,125.992,0.036576,0.006096000000000001
1250,1.5,0.3048,71.3,0.00336729,125.872,0.036576,0.006096000000000001
1600,1.5,0.3048,71.3,0.00336729,126.632,0.036576,0.006096000000000001
2000,1.5,0.3048,71.3,0.00336729,126.642,0.036576,0.006096000000000001
2500,1.5,0.3048,71.3,0.00336729,124.512,0.036576,0.006096000000000001
3150,1.5,0.3048,71.3,0.00336729,123.392,0.036576,0.006096000000000001
4000,1.5,0.3048,71.3,0.00336729,121.762,0.036576,0.006096000000000001
5000,1.5,0.3048,71.3,0.00336729,119.632,0.036576,0.006096000000000001
6300,1.5,0.3048,71.3,0.00336729,118.122,0.036576,0.006096000000000001
8000,1.5,0.3048,71.3,0.00336729,115.372,0.036576,0.006096000000000001
10000,1.5,0.3048,71.3,0.00336729,113.492,0.036576,0.006096000000000001
12500,1.5,0.3048,71.3,0.00336729,109.222,0.036576,0.006096000000000001
16000,1.5,0.3048,71.3,0.00336729,106.582,0.036576,0.006096000000000001
315,1.5,0.3048,39.6,0.00392107,121.851,0.036576,0.006096000000000001
400,1.5,0.3048,39.6,0.00392107,124.001,0.036576,0.006096000000000001
500,1.5,0.3048,39.6,0.00392107,126.661,0.036576,0.006096000000000001
630,1.5,0.3048,39.6,0.00392107,128.311,0.036576,0.006096000000000001
800,1.5,0.3048,39.6,0.00392107,128.831,0.036576,0.006096000000000001
1000,1.5,0.3048,39.6,0.00392107,127.581,0.036576,0.006096000000000001
1250,1.5,0.3048,39.6,0.00392107,125.211,0.036576,0.006096000000000001
1600,1.5,0.3048,39.6,0.00392107,122.211,0.036576,0.006096000000000001
2000,1.5,0.3048,39.6,0.00392107,122.101,0.036576,0.006096000000000001
2500,1.5,0.3048,39.6,0.00392107,120.981,0.036576,0.006096000000000001
3150,1.5,0.3048,39.6,0.00392107,119.111,0.036576,0.006096000000000001
4000,1.5,0.3048,39.6,0.00392107,117.741,0.036576,0.006096000000000001
5000,1.5,0.3048,39.6,0.00392107,116.241,0.036576,0.006096000000000001
6300,1.5,0.3048,39.6,0.00392107,114.751,0.036576,0.006096000000000001
8000,1.5,0.3048,39.6,0.00392107,112.251,0.036576,0.006096000000000001
10000,1.5,0.3048,39.6,0.00392107,108.991,0.036576,0.006096000000000001
12500,1.5,0.3048,39.6,0.00392107,106.111,0.036576,0.006096000000000001
400,3.0,0.3048,71.3,0.00425727,127.564,0.036576,0.006096000000000001
500,3.0,0.3048,71.3,0.00425727,128.454,0.036576,0.006096000000000001
630,3.0,0.3048,71.3,0.00425727,129.354,0.036576,0.006096000000000001
800,3.0,0.3048,71.3,0.00425727,129.494,0.036576,0.006096000000000001
1000,3.0,0.3048,71.3,0.00425727,129.004,0.036576,0.006096000000000001
1250,3.0,0.3048,71.3,0.00425727,127.634,0.036576,0.006096000000000001
1600,3.0,0.3048,71.3,0.00425727,126.514,0.036576,0.006096000000000001
2000,3.0,0.3048,71.3,0.00425727,125.524,0.036576,0.006096000000000001
2500,3.0,0.3048,71.3,0.00425727,124.024,0.036576,0.006096000000000001
3150,3.0,0.3048,71.3,0.00425727,121.514,0.036576,0.006096000000000001
4000,3.0,0.3048,71.3,0.00425727,120.264,0.036576,0.006096000000000001
5000,3.0,0.3048,71.3,0.00425727,118.134,0.036576,0.006096000000000001
6300,3.0,0.3048,71.3,0.00425727,116.134,0.036576,0.006096000000000001
8000,3.0,0.3048,71.3,0.00425727,114.634,0.036576,0.006096000000000001
10000,3.0,0.3048,71.3,0.00425727,110.224,0.036576,0.006096000000000001
400,3.0,0.3048,55.5,0.00452492,126.159,0.036576,0.006096000000000001
500,3.0,0.3048,55.5,0.00452492,128.179,0.036576,0.006096000000000001
630,3.0,0.3048,55.5,0.00452492,129.569,0.036576,0.006096000000000001
800,3.0,0.3048,55.5,0.00452492,129.949,0.036576,0.006096000000000001
1000,3.0,0.3048,55.5,0.00452492,129.329,0.036576,0.006096000000000001
1250,3.0,0.3048,55.5,0.00452492,127.329,0.036576,0.006096000000000001
1600,3.0,0.3048,55.5,0.00452492,124.439,0.036576,0.006096000000000001
2000,3.0,0.3048,55.5,0.00452492,123.069,0.036576,0.006096000000000001
2500,3.0,0.3048,55.5,0.00452492,122.439,0.036576,0.006096000000000001
3150,3.0,0.3048,55.5,0.00452492,120.189,0.036576,0.006096000000000001
4000,3.0,0.3048,55.5,0.00452492,118.689,0.036576,0.006096000000000001
5000,3.0,0.3048,55.5,0.00452492,117.309,0.036576,0.006096000000000001
6300,3.0,0.3048,55.5,0.00452492,115.679,0.036576,0.006096000000000001
8000,3.0,0.3048,55.5,0.00452492,113.799,0.036576,0.006096000000000001
10000,3.0,0.3048,55.5,0.00452492,112.169,0.036576,0.006096000000000001
315,3.0,0.3048,39.6,0.00495741,123.312,0.036576,0.006096000000000001
400,3.0,0.3048,39.6,0.00495741,125.472,0.036576,0.006096000000000001
500,3.0,0.3048,39.6,0.00495741,127.632,0.036576,0.006096000000000001
630,3.0,0.3048,39.6,0.00495741,129.292,0.036576,0.006096000000000001
800,3.0,0.3048,39.6,0.00495741,129.552,0.036576,0.006096000000000001
1000,3.0,0.3048,39.6,0.00495741,128.312,0.036576,0.006096000000000001
1250,3.0,0.3048,39.6,0.00495741,125.802,0.036576,0.006096000000000001
1600,3.0,0.3048,39.6,0.00495741,122.782,0.036576,0.006096000000000001
2000,3.0,0.3048,39.6,0.00495741,120.532,0.036576,0.006096000000000001
2500,3.0,0.3048,39.6,0.00495741,120.162,0.036576,0.006096000000000001
3150,3.0,0.3048,39.6,0.00495741,118.922,0.036576,0.006096000000000001
4000,3.0,0.3048,39.6,0.00495741,116.792,0.036576,0.006096000000000001
5000,3.0,0.3048,39.6,0.00495741,115.792,0.036576,0.006096000000000001
6300,3.0,0.3048,39.6,0.00495741,114.042,0.036576,0.006096000000000001
8000,3.0,0.3048,39.6,0.00495741,110.652,0.036576,0.006096000000000001
315,3.0,0.3048,31.7,0.00529514,123.118,0.036576,0.006096000000000001
400,3.0,0.3048,31.7,0.00529514,125.398,0.036576,0.006096000000000001
500,3.0,0.3048,31.7,0.00529514,127.548,0.036576,0.006096000000000001
630,3.0,0.3048,31.7,0.00529514,128.698,0.036576,0.006096000000000001
800,3.0,0.3048,31.7,0.00529514,128.708,0.036576,0.006096000000000001
1000,3.0,0.3048,31.7,0.00529514,126.838,0.036576,0.006096000000000001
1250,3.0,0.3048,31.7,0.00529514,124.838,0.036576,0.006096000000000001
1600,3.0,0.3048,31.7,0.00529514,122.088,0.036576,0.006096000000000001
2000,3.0,0.3048,31.7,0.00529514,120.088,0.036576,0.006096000000000001
2500,3.0,0.3048,31.7,0.00529514,119.598,0.036576,0.006096000000000001
3150,3.0,0.3048,31.7,0.00529514,118.108,0.036576,0.006096000000000001
4000,3.0,0.3048,31.7,0.00529514,115.608,0.036576,0.006096000000000001
5000,3.0,0.3048,31.7,0.00529514,113.858,0.036576,0.006096000000000001
6300,3.0,0.3048,31.7,0.00529514,109.718,0.036576,0.006096000000000001
250,4.0,0.3048,71.3,0.00497773,126.395,0.036576,0.006096000000000001
315,4.0,0.3048,71.3,0.00497773,128.175,0.036576,0.006096000000000001
400,4.0,0.3048,71.3,0.00497773,129.575,0.036576,0.006096000000000001
500,4.0,0.3048,71.3,0.00497773,130.715,0.036576,0.006096000000000001
630,4.0,0.3048,71.3,0.00497773,131.615,0.036576,0.006096000000000001
800,4.0,0.3048,71.3,0.00497773,131.755,0.036576,0.006096000000000001
1000,4.0,0.3048,71.3,0.00497773,131.015,0.036576,0.006096000000000001
1250,4.0,0.3048,71.3,0.00497773,129.395,0.036576,0.006096000000000001
1600,4.0,0.3048,71.3,0.00497773,126.645,0.036576,0.006096000000000001
2000,4.0,0.3048,71.3,0.00497773,124.395,0.036576,0.006096000000000001
2500,4.0,0.3048,71.3,0.00497773,123.775,0.036576,0.006096000000000001
3150,4.0,0.3048,71.3,0.00497773,121.775,0.036576,0.006096000000000001
4000,4.0,0.3048,71.3,0.00497773,119.535,0.036576,0.006096000000000001
5000,4.0,0.3048,71.3,0.00497773,117.785,0.036576,0.006096000000000001
6300,4.0,0.3048,71.3,0.00497773,116.165,0.036576,0.006096000000000001
8000,4.0,0.3048,71.3,0.00497773,113.665,0.036576,0.006096000000000001
10000,4.0,0.3048,71.3,0.00497773,110.905,0.036576,0.006096000000000001
12500,4.0,0.3048,71.3,0.00497773,107.405,0.036576,0.006096000000000001
250,4.0,0.3048,39.6,0.00579636,123.543,0.036576,0.006096000000000001
315,4.0,0.3048,39.6,0.00579636,126.843,0.036576,0.006096000000000001
400,4.0,0.3048,39.6,0.00579636,128.633,0.036576,0.006096000000000001
500,4.0,0.3048,39.6,0.00579636,130.173,0.036576,0.006096000000000001
630,4.0,0.3048,39.6,0.00579636,131.073,0.036576,0.006096000000000001
800,4.0,0.3048,39.6,0.00579636,130.723,0.036576,0.006096000000000001
1000,4.0,0.3048,39.6,0.00579636,128.723,0.036576,0.006096000000000001
1250,4.0,0.3048,39.6,0.00579636,126.343,0.036576,0.006096000000000001
1600,4.0,0.3048,39.6,0.00579636,123.213,0.036576,0.006096000000000001
2000,4.0,0.3048,39.6,0.00579636,120.963,0.036576,0.006096000000000001
2500,4.0,0.3048,39.6,0.00579636,120.233,0.036576,0.006096000000000001
3150,4.0,0.3048,39.6,0.00579636,118.743,0.036576,0.006096000000000001
4000,4.0,0.3048,39.6,0.00579636,115.863,0.036576,0.006096000000000001
5000,4.0,0.3048,39.6,0.00579636,113.733,0.036576,0.006096000000000001
1250,0.0,0.2286,71.3,0.00214345,128.144,0.027431999999999998,0.004572
1600,0.0,0.2286,71.3,0.00214345,129.134,0.027431999999999998,0.004572
2000,0.0,0.2286,71.3,0.00214345,128.244,0.027431999999999998,0.004572
2500,0.0,0.2286,71.3,0.00214345,128.354,0.027431999999999998,0.004572
3150,0.0,0.2286,71.3,0.00214345,127.834,0.027431999999999998,0.004572
4000,0.0,0.2286,71.3,0.00214345,125.824,0.027431999999999998,0.004572
5000,0.0,0.2286,71.3,0.00214345,124.304,0.027431999999999998,0.004572
6300,0.0,0.2286,71.3,0.00214345,122.044,0.027431999999999998,0.004572
8000,0.0,0.2286,71.3,0.00214345,118.024,0.027431999999999998,0.004572
10000,0.0,0.2286,71.3,0.00214345,118.134,0.027431999999999998,0.004572
12500,0.0,0.2286,71.3,0.00214345,117.624,0.027431999999999998,0.004572
16000,0.0,0.2286,71.3,0.00214345,114.984,0.027431999999999998,0.004572
20000,0.0,0.2286,71.3,0.00214345,114.474,0.027431999999999998,0.004572
315,0.0,0.2286,55.5,0.00229336,119.54,0.027431999999999998,0.004572
400,0.0,0.2286,55.5,0.00229336,121.66,0.027431999999999998,0.004572
500,0.0,0.2286,55.5,0.00229336,123.78,0.027431999999999998,0.004572
630,0.0,0.2286,55.5,0.00229336,126.16,0.027431999999999998,0.004572
800,0.0,0.2286,55.5,0.00229336,127.53,0.027431999999999998,0.004572
1000,0.0,0.2286,55.5,0.00229336,128.29,0.027431999999999998,0.004572
1250,0.0,0.2286,55.5,0.00229336,127.91,0.027431999999999998,0.004572
1600,0.0,0.2286,55.5,0.00229336,126.79,0.027431999999999998,0.004572
2000,0.0,0.2286,55.5,0.00229336,126.54,0.027431999999999998,0.004572
2500,0.0,0.2286,55.5,0.00229336,126.54,0.027431999999999998,0.004572
3150,0.0,0.2286,55.5,0.00229336,125.16,0.027431999999999998,0.004572
4000,0.0,0.2286,55.5,0.00229336,123.41,0.027431999999999998,0.004572
5000,0.0,0.2286,55.5,0.00229336,122.41,0.027431999999999998,0.004572
6300,0.0,0.2286,55.5,0.00229336,118.41,0.027431999999999998,0.004572
315,0.0,0.2286,39.6,0.00253511,121.055,0.027431999999999998,0.004572
400,0.0,0.2286,39.6,0.00253511,123.565,0.027431999999999998,0.004572
500,0.0,0.2286,39.6,0.00253511,126.195,0.027431999999999998,0.004572
630,0.0,0.2286,39.6,0.00253511,128.705,0.027431999999999998,0.004572
800,0.0,0.2286,39.6,0.00253511,130.205,0.027431999999999998,0.004572
1000,0.0,0.2286,39.6,0.00253511,130.435,0.027431999999999998,0.004572
1250,0.0,0.2286,39.6,0.00253511,129.395,0.027431999999999998,0.004572
1600,0.0,0.2286,39.6,0.00253511,127.095,0.027431999999999998,0.004572
2000,0.0,0.2286,39.6,0.00253511,125.305,0.027431999999999998,0.004572
2500,0.0,0.2286,39.6,0.00253511,125.025,0.027431999999999998,0.004572
3150,0.0,0.2286,39.6,0.00253511,124.625,0.027431999999999998,0.004572
4000,0.0,0.2286,39.6,0.00253511,123.465,0.027431999999999998,0.004572
5000,0.0,0.2286,39.6,0.00253511,122.175,0.027431999999999998,0.004572
6300,0.0,0.2286,39.6,0.00253511,117.465,0.027431999999999998,0.004572
315,0.0,0.2286,31.7,0.0027238,120.595,0.027431999999999998,0.004572
400,0.0,0.2286,31.7,0.0027238,123.635,0.027431999999999998,0.004572
500,0.0,0.2286,31.7,0.0027238,126.675,0.027431999999999998,0.004572
630,0.0,0.2286,31.7,0.0027238,129.465,0.027431999999999998,0.004572
800,0.0,0.2286,31.7,0.0027238,130.725,0.027431999999999998,0.004572
1000,0.0,0.2286,31.7,0.0027238,130.595,0.027431999999999998,0.004572
1250,0.0,0.2286,31.7,0.0027238,128.805,0.027431999999999998,0.004572
1600,0.0,0.2286,31.7,0.0027238,125.625,0.027431999999999998,0.004572
2000,0.0,0.2286,31.7,0.0027238,123.455,0.027431999999999998,0.004572
2500,0.0,0.2286,31.7,0.0027238,123.445,0.027431999999999998,0.004572
3150,0.0,0.2286,31.7,0.0027238,123.445,0.027431999999999998,0.004572
4000,0.0,0.2286,31.7,0.0027238,122.035,0.027431999999999998,0.004572
5000,0.0,0.2286,31.7,0.0027238,120.505,0.027431999999999998,0.004572
6300,0.0,0.2286,31.7,0.0027238,116.815,0.027431999999999998,0.004572
400,2.0,0.2286,71.3,0.00293031,125.116,0.027431999999999998,0.004572
500,2.0,0.2286,71.3,0.00293031,126.486,0.027431999999999998,0.004572
630,2.0,0.2286,71.3,0.00293031,127.356,0.027431999999999998,0.004572
800,2.0,0.2286,71.3,0.00293031,128.216,0.027431999999999998,0.004572
1000,2.0,0.2286,71.3,0.00293031,128.956,0.027431999999999998,0.004572
1250,2.0,0.2286,71.3,0.00293031,128.816,0.027431999999999998,0.004572
1600,2.0,0.2286,71.3,0.00293031,127.796,0.027431999999999998,0.004572
2000,2.0,0.2286,71.3,0.00293031,126.896,0.027431999999999998,0.004572
2500,2.0,0.2286,71.3,0.00293031,127.006,0.027431999999999998,0.004572
3150,2.0,0.2286,71.3,0.00293031,126.116,0.027431999999999998,0.004572
4000,2.0,0.2286,71.3,0.00293031,124.086,0.027431999999999998,0.004572
5000,2.0,0.2286,71.3,0.00293031,122.816,0.027431999999999998,0.004572
6300,2.0,0.2286,71.3,0.00293031,120.786,0.027431999999999998,0.004572
8000,2.0,0.2286,71.3,0.00293031,115.996,0.027431999999999998,0.004572
10000,2.0,0.2286,71.3,0.00293031,113.086,0.027431999999999998,0.004572
400,2.0,0.2286,55.5,0.00313525,122.292,0.027431999999999998,0.004572
500,2.0,0.2286,55.5,0.00313525,124.692,0.027431999999999998,0.004572
630,2.0,0.2286,55.5,0.00313525,126.842,0.027431999999999998,0.004572
800,2.0,0.2286,55.5,0.00313525,128.492,0.027431999999999998,0.004572
1000,2.0,0.2286,55.5,0.00313525,129.002,0.027431999999999998,0.004572
1250,2.0,0.2286,55.5,0.00313525,128.762,0.027431999999999998,0.004572
1600,2.0,0.2286,55.5,0.00313525,126.752,0.027431999999999998,0.004572
2000,2.0,0.2286,55.5,0.00313525,124.612,0.027431999999999998,0.004572
2500,2.0,0.2286,55.5,0.00313525,123.862,0.027431999999999998,0.004572
3150,2.0,0.2286,55.5,0.00313525,123.742,0.027431999999999998,0.004572
4000,2.0,0.2286,55.5,0.00313525,122.232,0.027431999999999998,0.004572
5000,2.0,0.2286,55.5,0.00313525,120.472,0.027431999999999998,0.004572
6300,2.0,0.2286,55.5,0.00313525,118.712,0.027431999999999998,0.004572
315,2.0,0.2286,39.6,0.00346574,120.137,0.027431999999999998,0.004572
400,2.0,0.2286,39.6,0.00346574,122.147,0.027431999999999998,0.004572
500,2.0,0.2286,39.6,0.00346574,125.157,0.027431999999999998,0.004572
630,2.0,0.2286,39.6,0.00346574,127.417,0.027431999999999998,0.004572
800,2.0,0.2286,39.6,0.00346574,129.037,0.027431999999999998,0.004572
1000,2.0,0.2286,39.6,0.00346574,129.147,0.027431999999999998,0.004572
1250,2.0,0.2286,39.6,0.00346574,128.257,0.027431999999999998,0.004572
1600,2.0,0.2286,39.6,0.00346574,125.837,0.027431999999999998,0.004572
2000,2.0,0.2286,39.6,0.00346574,122.797,0.027431999999999998,0.004572
2500,2.0,0.2286,39.6,0.00346574,121.397,0.027431999999999998,0.004572
3150,2.0,0.2286,39.6,0.00346574,121.627,0.027431999999999998,0.004572
4000,2.0,0.2286,39.6,0.00346574,120.227,0.027431999999999998,0.004572
5000,2.0,0.2286,39.6,0.00346574,118.827,0.027431999999999998,0.004572
6300,2.0,0.2286,39.6,0.00346574,116.417,0.027431999999999998,0.004572
315,2.0,0.2286,31.7,0.00372371,120.147,0.027431999999999998,0.004572
400,2.0,0.2286,31.7,0.00372371,123.417,0.027431999999999998,0.004572
500,2.0,0.2286,31.7,0.00372371,126.677,0.027431999999999998,0.004572
630,2.0,0.2286,31.7,0.00372371,129.057,0.027431999999999998,0.004572
800,2.0,0.2286,31.7,0.00372371,130.307,0.027431999999999998,0.004572
1000,2.0,0.2286,31.7,0.00372371,130.307,0.027431999999999998,0.004572
1250,2.0,0.2286,31.7,0.00372371,128.677,0.027431999999999998,0.004572
1600,2.0,0.2286,31.7,0.00372371,125.797,0.027431999999999998,0.004572
2000,2.0,0.2286,31.7,0.00372371,123.037,0.027431999999999998,0.004572
2500,2.0,0.2286,31.7,0.00372371,121.407,0.027431999999999998,0.004572
3150,2.0,0.2286,31.7,0.00372371,121.527,0.027431999999999998,0.004572
4000,2.0,0.2286,31.7,0.00372371,120.527,0.027431999999999998,0.004572
5000,2.0,0.2286,31.7,0.00372371,118.267,0.027431999999999998,0.004572
6300,2.0,0.2286,31.7,0.00372371,115.137,0.027431999999999998,0.004572
500,4.0,0.2286,71.3,0.00400603,126.758,0.027431999999999998,0.004572
630,4.0,0.2286,71.3,0.00400603,129.038,0.027431999999999998,0.004572
800,4.0,0.2286,71.3,0.00400603,130.688,0.027431999999999998,0.004572
1000,4.0,0.2286,71.3,0.00400603,131.708,0.027431999999999998,0.004572
1250,4.0,0.2286,71.3,0.00400603,131.718,0.027431999999999998,0.004572
1600,4.0,0.2286,71.3,0.00400603,129.468,0.027431999999999998,0.004572
2000,4.0,0.2286,71.3,0.00400603,126.218,0.027431999999999998,0.004572
2500,4.0,0.2286,71.3,0.00400603,124.338,0.027431999999999998,0.004572
3150,4.0,0.2286,71.3,0.00400603,124.108,0.027431999999999998,0.004572
4000,4.0,0.2286,71.3,0.00400603,121.728,0.027431999999999998,0.004572
5000,4.0,0.2286,71.3,0.00400603,121.118,0.027431999999999998,0.004572
6300,4.0,0.2286,71.3,0.00400603,118.618,0.027431999999999998,0.004572
8000,4.0,0.2286,71.3,0.00400603,112.848,0.027431999999999998,0.004572
10000,4.0,0.2286,71.3,0.00400603,113.108,0.027431999999999998,0.004572
12500,4.0,0.2286,71.3,0.00400603,114.258,0.027431999999999998,0.004572
16000,4.0,0.2286,71.3,0.00400603,112.768,0.027431999999999998,0.004572
20000,4.0,0.2286,71.3,0.00400603,109.638,0.027431999999999998,0.004572
400,4.0,0.2286,55.5,0.0042862,123.274,0.027431999999999998,0.004572
500,4.0,0.2286,55.5,0.0042862,127.314,0.027431999999999998,0.004572
630,4.0,0.2286,55.5,0.0042862,129.964,0.027431999999999998,0.004572
800,4.0,0.2286,55.5,0.0042862,131.864,0.027431999999999998,0.004572
1000,4.0,0.2286,55.5,0.0042862,132.134,0.027431999999999998,0.004572
1250,4.0,0.2286,55.5,0.0042862,131.264,0.027431999999999998,0.004572
1600,4.0,0.2286,55.5,0.0042862,128.264,0.027431999999999998,0.004572
2000,4.0,0.2286,55.5,0.0042862,124.254,0.027431999999999998,0.004572
2500,4.0,0.2286,55.5,0.0042862,122.384,0.027431999999999998,0.004572
3150,4.0,0.2286,55.5,0.0042862,122.394,0.027431999999999998,0.004572
4000,4.0,0.2286,55.5,0.0042862,120.654,0.027431999999999998,0.004572
5000,4.0,0.2286,55.5,0.0042862,120.034,0.027431999999999998,0.004572
6300,4.0,0.2286,55.5,0.0042862,117.154,0.027431999999999998,0.004572
8000,4.0,0.2286,55.5,0.0042862,112.524,0.027431999999999998,0.004572
315,4.0,0.2286,39.6,0.00473801,122.229,0.027431999999999998,0.004572
400,4.0,0.2286,39.6,0.00473801,123.879,0.027431999999999998,0.004572
500,4.0,0.2286,39.6,0.00473801,127.039,0.027431999999999998,0.004572
630,4.0,0.2286,39.6,0.00473801,129.579,0.027431999999999998,0.004572
800,4.0,0.2286,39.6,0.00473801,130.469,0.027431999999999998,0.004572
1000,4.0,0.2286,39.6,0.00473801,129.969,0.027431999999999998,0.004572
1250,4.0,0.2286,39.6,0.00473801,128.339,0.027431999999999998,0.004572
1600,4.0,0.2286,39.6,0.00473801,125.319,0.027431999999999998,0.004572
2000,4.0,0.2286,39.6,0.00473801,121.659,0.027431999999999998,0.004572
2500,4.0,0.2286,39.6,0.00473801,119.649,0.027431999999999998,0.004572
3150,4.0,0.2286,39.6,0.00473801,120.419,0.027431999999999998,0.004572
4000,4.0,0.2286,39.6,0.00473801,119.159,0.027431999999999998,0.004572
5000,4.0,0.2286,39.6,0.00473801,117.649,0.027431999999999998,0.004572
6300,4.0,0.2286,39.6,0.00473801,114.249,0.027431999999999998,0.004572
8000,4.0,0.2286,39.6,0.00473801,113.129,0.027431999999999998,0.004572
250,4.0,0.2286,31.7,0.00509068,120.189,0.027431999999999998,0.004572
315,4.0,0.2286,31.7,0.00509068,123.609,0.027431999999999998,0.004572
400,4.0,0.2286,31.7,0.00509068,126.149,0.027431999999999998,0.004572
500,4.0,0.2286,31.7,0.00509068,128.939,0.027431999999999998,0.004572
630,4.0,0.2286,31.7,0.00509068,130.349,0.027431999999999998,0.004572
800,4.0,0.2286,31.7,0.00509068,130.869,0.027431999999999998,0.004572
